,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,1.0,0.5
7,70.0,0.0,0.0
8,80.0,0.5,0.5
9,90.0,2.0,0.0
10,100.0,4.5,2.0
11,110.0,4.0,2.0
12,120.0,5.0,3.0
13,130.0,5.0,2.5
14,140.0,5.5,5.0
15,150.0,6.500000000000001,8.0
16,160.0,7.5,3.0
17,170.0,4.5,4.5
18,180.0,10.499999999999998,4.0
19,190.0,8.0,5.0
20,200.0,7.5,3.5000000000000004
21,210.0,7.5,2.5
22,220.0,8.0,3.0
23,230.0,11.0,2.5
24,240.0,13.000000000000002,3.0
25,250.0,7.000000000000001,3.5000000000000004
26,260.0,9.0,4.0
27,270.0,9.5,6.500000000000001
28,280.0,10.499999999999998,3.0
29,290.0,17.0,0.5
30,300.0,12.0,4.5
31,310.0,15.0,2.5
32,320.0,6.500000000000001,0.0
33,330.0,14.000000000000002,2.5
34,340.0,6.500000000000001,4.0
35,350.0,11.0,3.5000000000000004
36,360.0,11.5,3.5000000000000004
37,370.0,10.499999999999998,3.0
38,380.0,18.0,5.0
39,390.0,5.5,1.5
40,400.0,8.0,2.5
41,410.0,22.5,4.5
42,420.0,10.499999999999998,1.5
43,430.0,16.0,2.0
44,440.0,14.499999999999998,1.5
45,450.0,20.999999999999996,2.0
46,460.0,13.000000000000002,1.0
47,470.0,22.0,2.5
48,480.0,19.5,0.5
49,490.0,16.0,1.0
50,500.0,24.0,0.0
51,510.0,16.5,2.5
52,520.0,10.499999999999998,0.5
53,530.0,15.5,1.5
54,540.0,17.499999999999996,0.5
55,550.0,10.499999999999998,1.0
56,560.0,17.0,3.5000000000000004
57,570.0,16.0,1.5
58,580.0,18.0,4.5
59,590.0,14.000000000000002,1.0
60,600.0,16.5,1.0
61,610.0,25.0,1.0
62,620.0,10.499999999999998,0.0
63,630.0,28.499999999999996,0.5
64,640.0,14.499999999999998,1.0
65,650.0,27.500000000000004,1.5
66,660.0,9.0,0.5
